#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
2692757	1048	14254594	107478	4383879	-	G128_gp02	CEACAM5	S	CD66e|CEA	spike|MERS-CoV S|MERS-CoV spike|S protein|surface|SPIKE_CVEMC|PRO_0000422465	Affinity Capture-Western	physical	Chan CM (2016)	PUBMED:27489282	9606	1335626	Low Throughput	-	-	-	-	BIOGRID	P06731	A0A024R0K5|Q68DM9|Q53G30	NP_004354|NP_001278413	K9N5Q8	-	YP_009047204	-	-	-	-	-	-	Homo sapiens	Middle-East Respiratory Syndrome-related Coronavirus
2746559	14254594	3309	4383879	109541	G128_gp02	-	S	HSPA5	spike|MERS-CoV S|MERS-CoV spike|S protein|surface|SPIKE_CVEMC|PRO_0000422465	BIP|GRP78|HEL-S-89n|MIF2	Affinity Capture-MS	physical	Chu H (2018)	PUBMED:29887526	1335626	9606	Low Throughput	-	-	-	-	BIOGRID	K9N5Q8	-	YP_009047204	P11021	V9HWB4	NP_005338	-	-	-	-	-	-	Middle-East Respiratory Syndrome-related Coronavirus	Homo sapiens
2746564	3309	14254594	109541	4383879	-	G128_gp02	HSPA5	S	BIP|GRP78|HEL-S-89n|MIF2	spike|MERS-CoV S|MERS-CoV spike|S protein|surface|SPIKE_CVEMC|PRO_0000422465	Affinity Capture-MS	physical	Chu H (2018)	PUBMED:29887526	9606	1335626	Low Throughput	-	-	-	-	BIOGRID	P11021	V9HWB4	NP_005338	K9N5Q8	-	YP_009047204	-	-	-	-	-	-	Homo sapiens	Middle-East Respiratory Syndrome-related Coronavirus
2746568	14254594	1803	4383879	108137	G128_gp02	-	S	DPP4	spike|MERS-CoV S|MERS-CoV spike|S protein|surface|SPIKE_CVEMC|PRO_0000422465	ADABP|ADCP2|CD26|DPPIV|TP103	Co-crystal Structure	physical	Lu G (2013)	PUBMED:23831647	1335626	9606	Low Throughput	-	-	-	-	BIOGRID	K9N5Q8	-	YP_009047204	P27487	-	NP_001926	-	-	-	-	-	-	Middle-East Respiratory Syndrome-related Coronavirus	Homo sapiens
2746569	1803	14254594	108137	4383879	-	G128_gp02	DPP4	S	ADABP|ADCP2|CD26|DPPIV|TP103	spike|MERS-CoV S|MERS-CoV spike|S protein|surface|SPIKE_CVEMC|PRO_0000422465	Co-crystal Structure	physical	Wang N (2013)	PUBMED:23835475	9606	1335626	Low Throughput	-	-	-	-	BIOGRID	P27487	-	NP_001926	K9N5Q8	-	YP_009047204	-	-	-	-	-	-	Homo sapiens	Middle-East Respiratory Syndrome-related Coronavirus
2746570	14254594	1803	4383879	108137	G128_gp02	-	S	DPP4	spike|MERS-CoV S|MERS-CoV spike|S protein|surface|SPIKE_CVEMC|PRO_0000422465	ADABP|ADCP2|CD26|DPPIV|TP103	Affinity Capture-Western	physical	Wang N (2013)	PUBMED:23835475	1335626	9606	Low Throughput	-	-	-	-	BIOGRID	K9N5Q8	-	YP_009047204	P27487	-	NP_001926	-	-	-	-	-	-	Middle-East Respiratory Syndrome-related Coronavirus	Homo sapiens
2747662	14254602	7316	4383888	113164	G128_gp01ab_nsp3	-	nsp3ab	UBC	ORF1ab|nsp3|rep|1AB|MERS-CoV nsp3|orf1ab-nsp3|orf1ab-nsp3ab|nsp3ab|Papain-like proteinase|R1AB_CVEMC|PRO_0000422441	HMG20	Reconstituted Complex	physical	Daczkowski CM (2017)	PUBMED:28931677	1335626	9606	Low Throughput	-	-	-	-	BIOGRID	K9N7C7	-	YP_009047215	P0CG48	-	NP_066289	-	-	-	-	-	-	Middle-East Respiratory Syndrome-related Coronavirus	Homo sapiens
2747663	14254602	9636	4383888	114995	G128_gp01ab_nsp3	-	nsp3ab	ISG15	ORF1ab|nsp3|rep|1AB|MERS-CoV nsp3|orf1ab-nsp3|orf1ab-nsp3ab|nsp3ab|Papain-like proteinase|R1AB_CVEMC|PRO_0000422441	G1P2|IFI15|IMD38|IP17|UCRP|hUCRP	Reconstituted Complex	physical	Daczkowski CM (2017)	PUBMED:28931677	1335626	9606	Low Throughput	-	-	-	-	BIOGRID	K9N7C7	-	YP_009047215	P05161	-	NP_005092	-	-	-	-	-	-	Middle-East Respiratory Syndrome-related Coronavirus	Homo sapiens
2747664	14254602	9636	4383888	114995	G128_gp01ab_nsp3	-	nsp3ab	ISG15	ORF1ab|nsp3|rep|1AB|MERS-CoV nsp3|orf1ab-nsp3|orf1ab-nsp3ab|nsp3ab|Papain-like proteinase|R1AB_CVEMC|PRO_0000422441	G1P2|IFI15|IMD38|IP17|UCRP|hUCRP	Biochemical Activity	physical	Daczkowski CM (2017)	PUBMED:28931677	1335626	9606	Low Throughput	-	Proteolytic Processing	-	-	BIOGRID	K9N7C7	-	YP_009047215	P05161	-	NP_005092	-	-	-	-	-	-	Middle-East Respiratory Syndrome-related Coronavirus	Homo sapiens
2876030	14254599	9517	4383877	114894	G128_gp07	-	E	SPTLC2	env|envelope|MERS-CoV E|E protein|emp|MERS-CoV E|VEMP_CVEMC|PRO_0000422468	HSN1C|LCB2|LCB2A|NSAN1C|SPT2|hLCB2a	Affinity Capture-MS	physical	Gordon DE (2020)	PUBMED:33060197	1335626	9606	High Throughput	0.89523	-	High confidence interactions were identified using a two step filtering process with the final criteria including a MiST score >= 0.6, SAINTexpress BFDR =< 0.05 and average spectral counts >= 2. The MiST score is provided in the score column.	-	BIOGRID	K9N5R3	-	YP_009047209	O15270	A0A024R6H1	NP_004854	-	-	-	-	-	-	Middle-East Respiratory Syndrome-related Coronavirus	Homo sapiens
2876031	14254599	11041	4383877	116229	G128_gp07	-	E	B4GAT1	env|envelope|MERS-CoV E|E protein|emp|MERS-CoV E|VEMP_CVEMC|PRO_0000422468	B3GN-T1|B3GNT1|B3GNT6|BETA3GNTI|MDDGA13|iGAT|iGNT	Affinity Capture-MS	physical	Gordon DE (2020)	PUBMED:33060197	1335626	9606	High Throughput	0.71348	-	High confidence interactions were identified using a two step filtering process with the final criteria including a MiST score >= 0.6, SAINTexpress BFDR =< 0.05 and average spectral counts >= 2. The MiST score is provided in the score column.	-	BIOGRID	K9N5R3	-	YP_009047209	O43505	A0A024R5F9	NP_006867	-	-	-	-	-	-	Middle-East Respiratory Syndrome-related Coronavirus	Homo sapiens
2876032	14254599	10159	4383877	115461	G128_gp07	HT028	E	ATP6AP2	env|envelope|MERS-CoV E|E protein|emp|MERS-CoV E|VEMP_CVEMC|PRO_0000422468	APT6M8-9|ATP6IP2|ATP6M8-9|ELDF10|M8-9|MRXE|MRXSH|MSTP009|PRR|RENR|XMRE|XPDS	Affinity Capture-MS	physical	Gordon DE (2020)	PUBMED:33060197	1335626	9606	High Throughput	0.86035	-	High confidence interactions were identified using a two step filtering process with the final criteria including a MiST score >= 0.6, SAINTexpress BFDR =< 0.05 and average spectral counts >= 2. The MiST score is provided in the score column.	-	BIOGRID	K9N5R3	-	YP_009047209	O75787	-	NP_005756	-	-	-	-	-	-	Middle-East Respiratory Syndrome-related Coronavirus	Homo sapiens
2876033	14254599	3503	4383877	109724	G128_gp07	-	E	IGHG4	env|envelope|MERS-CoV E|E protein|emp|MERS-CoV E|VEMP_CVEMC|PRO_0000422468	-	Affinity Capture-MS	physical	Gordon DE (2020)	PUBMED:33060197	1335626	9606	High Throughput	0.99139	-	High confidence interactions were identified using a two step filtering process with the final criteria including a MiST score >= 0.6, SAINTexpress BFDR =< 0.05 and average spectral counts >= 2. The MiST score is provided in the score column.	-	BIOGRID	K9N5R3	-	YP_009047209	-	-	-	-	-	-	-	-	-	Middle-East Respiratory Syndrome-related Coronavirus	Homo sapiens
2876034	14254599	79971	4383877	123038	G128_gp07	RP11-518D3.2	E	WLS	env|envelope|MERS-CoV E|E protein|emp|MERS-CoV E|VEMP_CVEMC|PRO_0000422468	C1orf139|EVI|GPR177|MRP|mig-14	Affinity Capture-MS	physical	Gordon DE (2020)	PUBMED:33060197	1335626	9606	High Throughput	0.90131	-	High confidence interactions were identified using a two step filtering process with the final criteria including a MiST score >= 0.6, SAINTexpress BFDR =< 0.05 and average spectral counts >= 2. The MiST score is provided in the score column.	-	BIOGRID	K9N5R3	-	YP_009047209	Q5T9L3	-	NP_079187|NP_001180263|NP_001002292	-	-	-	-	-	-	Middle-East Respiratory Syndrome-related Coronavirus	Homo sapiens
2876035	14254599	25923	4383877	117423	G128_gp07	-	E	ATL3	env|envelope|MERS-CoV E|E protein|emp|MERS-CoV E|VEMP_CVEMC|PRO_0000422468	HSN1F	Affinity Capture-MS	physical	Gordon DE (2020)	PUBMED:33060197	1335626	9606	High Throughput	0.98317	-	High confidence interactions were identified using a two step filtering process with the final criteria including a MiST score >= 0.6, SAINTexpress BFDR =< 0.05 and average spectral counts >= 2. The MiST score is provided in the score column.	-	BIOGRID	K9N5R3	-	YP_009047209	Q6DD88	F5H6I7|B4DXC4	NP_001276977|NP_056274	-	-	-	-	-	-	Middle-East Respiratory Syndrome-related Coronavirus	Homo sapiens
2876036	14254599	79586	4383877	122729	G128_gp07	UNQ651/PRO1281	E	CHPF	env|envelope|MERS-CoV E|E protein|emp|MERS-CoV E|VEMP_CVEMC|PRO_0000422468	CHSY2|CSS2	Affinity Capture-MS	physical	Gordon DE (2020)	PUBMED:33060197	1335626	9606	High Throughput	0.80352	-	High confidence interactions were identified using a two step filtering process with the final criteria including a MiST score >= 0.6, SAINTexpress BFDR =< 0.05 and average spectral counts >= 2. The MiST score is provided in the score column.	-	BIOGRID	K9N5R3	-	YP_009047209	Q8IZ52	-	NP_078812|NP_001182660	-	-	-	-	-	-	Middle-East Respiratory Syndrome-related Coronavirus	Homo sapiens
2876037	14254599	23256	4383877	116860	G128_gp07	FKSG23	E	SCFD1	env|envelope|MERS-CoV E|E protein|emp|MERS-CoV E|VEMP_CVEMC|PRO_0000422468	C14orf163|RA410|SLY1|SLY1P|STXBP1L2	Affinity Capture-MS	physical	Gordon DE (2020)	PUBMED:33060197	1335626	9606	High Throughput	0.72135	-	High confidence interactions were identified using a two step filtering process with the final criteria including a MiST score >= 0.6, SAINTexpress BFDR =< 0.05 and average spectral counts >= 2. The MiST score is provided in the score column.	-	BIOGRID	K9N5R3	-	YP_009047209	Q8WVM8	B7Z5N7|B7Z738	NP_057190|NP_001244305|NP_001269962|NP_001269960|NP_001269961|NP_878255	-	-	-	-	-	-	Middle-East Respiratory Syndrome-related Coronavirus	Homo sapiens
2876038	14254599	140707	4383877	126665	G128_gp07	-	E	BRI3BP	env|envelope|MERS-CoV E|E protein|emp|MERS-CoV E|VEMP_CVEMC|PRO_0000422468	BNAS1|HCCR-1|HCCR-2|HCCRBP-1|KG19	Affinity Capture-MS	physical	Gordon DE (2020)	PUBMED:33060197	1335626	9606	High Throughput	0.99124	-	High confidence interactions were identified using a two step filtering process with the final criteria including a MiST score >= 0.6, SAINTexpress BFDR =< 0.05 and average spectral counts >= 2. The MiST score is provided in the score column.	-	BIOGRID	K9N5R3	-	YP_009047209	Q8WY22	-	NP_542193	-	-	-	-	-	-	Middle-East Respiratory Syndrome-related Coronavirus	Homo sapiens
2876039	14254599	79188	4383877	122601	G128_gp07	UNQ2564/PRO6244	E	TMEM43	env|envelope|MERS-CoV E|E protein|emp|MERS-CoV E|VEMP_CVEMC|PRO_0000422468	ARVC5|ARVD5|EDMD7|LUMA	Affinity Capture-MS	physical	Gordon DE (2020)	PUBMED:33060197	1335626	9606	High Throughput	0.87527	-	High confidence interactions were identified using a two step filtering process with the final criteria including a MiST score >= 0.6, SAINTexpress BFDR =< 0.05 and average spectral counts >= 2. The MiST score is provided in the score column.	-	BIOGRID	K9N5R3	-	YP_009047209	Q9BTV4	A0A024R2F9	NP_077310	-	-	-	-	-	-	Middle-East Respiratory Syndrome-related Coronavirus	Homo sapiens
2876040	14254599	55802	4383877	120914	G128_gp07	-	E	DCP1A	env|envelope|MERS-CoV E|E protein|emp|MERS-CoV E|VEMP_CVEMC|PRO_0000422468	HSA275986|Nbla00360|SMAD4IP1|SMIF	Affinity Capture-MS	physical	Gordon DE (2020)	PUBMED:33060197	1335626	9606	High Throughput	0.97974	-	High confidence interactions were identified using a two step filtering process with the final criteria including a MiST score >= 0.6, SAINTexpress BFDR =< 0.05 and average spectral counts >= 2. The MiST score is provided in the score column.	-	BIOGRID	K9N5R3	-	YP_009047209	Q9NPI6	-	NP_001277133|NP_060873|NP_001277136|NP_001277134|NP_001277135	-	-	-	-	-	-	Middle-East Respiratory Syndrome-related Coronavirus	Homo sapiens
2876041	14254599	4189	4383877	110354	G128_gp07	UNQ743/PRO1471	E	DNAJB9	env|envelope|MERS-CoV E|E protein|emp|MERS-CoV E|VEMP_CVEMC|PRO_0000422468	ERdj4|MDG-1|MDG1|MST049|MSTP049	Affinity Capture-MS	physical	Gordon DE (2020)	PUBMED:33060197	1335626	9606	High Throughput	0.97286	-	High confidence interactions were identified using a two step filtering process with the final criteria including a MiST score >= 0.6, SAINTexpress BFDR =< 0.05 and average spectral counts >= 2. The MiST score is provided in the score column.	-	BIOGRID	K9N5R3	-	YP_009047209	Q9UBS3	Q6FIF1	NP_036460	-	-	-	-	-	-	Middle-East Respiratory Syndrome-related Coronavirus	Homo sapiens
2876042	14254599	23534	4383877	117080	G128_gp07	-	E	TNPO3	env|envelope|MERS-CoV E|E protein|emp|MERS-CoV E|VEMP_CVEMC|PRO_0000422468	IPO12|LGMD1F|MTR10A|TRN-SR|TRN-SR2|TRNSR	Affinity Capture-MS	physical	Gordon DE (2020)	PUBMED:33060197	1335626	9606	High Throughput	0.90977	-	High confidence interactions were identified using a two step filtering process with the final criteria including a MiST score >= 0.6, SAINTexpress BFDR =< 0.05 and average spectral counts >= 2. The MiST score is provided in the score column.	-	BIOGRID	K9N5R3	-	YP_009047209	Q9Y5L0	B3KMX1|A0A024R794	NP_001369146|NP_001177957|NP_001369150|NP_036602|NP_001369145|NP_001369149|NP_001369148|NP_001369151	-	-	-	-	-	-	Middle-East Respiratory Syndrome-related Coronavirus	Homo sapiens
2876043	14254600	26046	4383876	117509	G128_gp08	HSPC087	M	LTN1	mem|membrane|MERS-CoV M|M protein|MERS-CoV M|VME1_CVEMC|PRO_0000422469	C21orf10|C21orf98|RNF160|ZNF294	Affinity Capture-MS	physical	Gordon DE (2020)	PUBMED:33060197	1335626	9606	High Throughput	0.99367	-	High confidence interactions were identified using a two step filtering process with the final criteria including a MiST score >= 0.6, SAINTexpress BFDR =< 0.05 and average spectral counts >= 2. The MiST score is provided in the score column.	-	BIOGRID	K9N7A1	-	YP_009047210	O94822	-	NP_001307695|NP_056380	-	-	-	-	-	-	Middle-East Respiratory Syndrome-related Coronavirus	Homo sapiens
2876044	14254600	8760	4383876	114295	G128_gp08	RP4-680N4.2	M	CDS2	mem|membrane|MERS-CoV M|M protein|MERS-CoV M|VME1_CVEMC|PRO_0000422469	-	Affinity Capture-MS	physical	Gordon DE (2020)	PUBMED:33060197	1335626	9606	High Throughput	0.98243	-	High confidence interactions were identified using a two step filtering process with the final criteria including a MiST score >= 0.6, SAINTexpress BFDR =< 0.05 and average spectral counts >= 2. The MiST score is provided in the score column.	-	BIOGRID	K9N7A1	-	YP_009047210	O95674	-	NP_003809	-	-	-	-	-	-	Middle-East Respiratory Syndrome-related Coronavirus	Homo sapiens
2876045	14254600	92255	4383876	124923	G128_gp08	-	M	LMBRD2	mem|membrane|MERS-CoV M|M protein|MERS-CoV M|VME1_CVEMC|PRO_0000422469	-	Affinity Capture-MS	physical	Gordon DE (2020)	PUBMED:33060197	1335626	9606	High Throughput	0.98693	-	High confidence interactions were identified using a two step filtering process with the final criteria including a MiST score >= 0.6, SAINTexpress BFDR =< 0.05 and average spectral counts >= 2. The MiST score is provided in the score column.	-	BIOGRID	K9N7A1	-	YP_009047210	Q68DH5	-	NP_001007528	-	-	-	-	-	-	Middle-East Respiratory Syndrome-related Coronavirus	Homo sapiens
2876046	14254600	55622	4383876	120761	G128_gp08	-	M	TTC27	mem|membrane|MERS-CoV M|M protein|MERS-CoV M|VME1_CVEMC|PRO_0000422469	-	Affinity Capture-MS	physical	Gordon DE (2020)	PUBMED:33060197	1335626	9606	High Throughput	0.74622	-	High confidence interactions were identified using a two step filtering process with the final criteria including a MiST score >= 0.6, SAINTexpress BFDR =< 0.05 and average spectral counts >= 2. The MiST score is provided in the score column.	-	BIOGRID	K9N7A1	-	YP_009047210	Q6P3X3	B4DRC7	NP_060205|NP_001180438	-	-	-	-	-	-	Middle-East Respiratory Syndrome-related Coronavirus	Homo sapiens
2876047	14254600	205428	4383876	128496	G128_gp08	-	M	C3orf58	mem|membrane|MERS-CoV M|M protein|MERS-CoV M|VME1_CVEMC|PRO_0000422469	DIA1|GoPro49|HASF	Affinity Capture-MS	physical	Gordon DE (2020)	PUBMED:33060197	1335626	9606	High Throughput	0.74768	-	High confidence interactions were identified using a two step filtering process with the final criteria including a MiST score >= 0.6, SAINTexpress BFDR =< 0.05 and average spectral counts >= 2. The MiST score is provided in the score column.	-	BIOGRID	K9N7A1	-	YP_009047210	Q8NDZ4	B3KTD4	NP_775823|NP_001127942	-	-	-	-	-	-	Middle-East Respiratory Syndrome-related Coronavirus	Homo sapiens
2876048	14254600	23225	4383876	116831	G128_gp08	PSEC0245	M	NUP210	mem|membrane|MERS-CoV M|M protein|MERS-CoV M|VME1_CVEMC|PRO_0000422469	GP210|POM210	Affinity Capture-MS	physical	Gordon DE (2020)	PUBMED:33060197	1335626	9606	High Throughput	0.72584	-	High confidence interactions were identified using a two step filtering process with the final criteria including a MiST score >= 0.6, SAINTexpress BFDR =< 0.05 and average spectral counts >= 2. The MiST score is provided in the score column.	-	BIOGRID	K9N7A1	-	YP_009047210	Q8TEM1	-	NP_079199	-	-	-	-	-	-	Middle-East Respiratory Syndrome-related Coronavirus	Homo sapiens
2876049	14254600	10985	4383876	116181	G128_gp08	-	M	GCN1L1	mem|membrane|MERS-CoV M|M protein|MERS-CoV M|VME1_CVEMC|PRO_0000422469	GCN1|GCN1L|PRIC295	Affinity Capture-MS	physical	Gordon DE (2020)	PUBMED:33060197	1335626	9606	High Throughput	0.76728	-	High confidence interactions were identified using a two step filtering process with the final criteria including a MiST score >= 0.6, SAINTexpress BFDR =< 0.05 and average spectral counts >= 2. The MiST score is provided in the score column.	-	BIOGRID	K9N7A1	-	YP_009047210	Q92616	-	NP_006827	-	-	-	-	-	-	Middle-East Respiratory Syndrome-related Coronavirus	Homo sapiens
2876050	14254600	286451	4383876	130382	G128_gp08	RP13-253K9.1	M	YIPF6	mem|membrane|MERS-CoV M|M protein|MERS-CoV M|VME1_CVEMC|PRO_0000422469	FinGER6	Affinity Capture-MS	physical	Gordon DE (2020)	PUBMED:33060197	1335626	9606	High Throughput	0.94049	-	High confidence interactions were identified using a two step filtering process with the final criteria including a MiST score >= 0.6, SAINTexpress BFDR =< 0.05 and average spectral counts >= 2. The MiST score is provided in the score column.	-	BIOGRID	K9N7A1	-	YP_009047210	Q96EC8	-	NP_776195|NP_001182143	-	-	-	-	-	-	Middle-East Respiratory Syndrome-related Coronavirus	Homo sapiens
2876051	14254600	10844	4383876	116055	G128_gp08	-	M	TUBGCP2	mem|membrane|MERS-CoV M|M protein|MERS-CoV M|VME1_CVEMC|PRO_0000422469	GCP-2|GCP2|Grip103|SPBC97|Spc97p|h103p|hGCP2|hSpc97	Affinity Capture-MS	physical	Gordon DE (2020)	PUBMED:33060197	1335626	9606	High Throughput	0.89421	-	High confidence interactions were identified using a two step filtering process with the final criteria including a MiST score >= 0.6, SAINTexpress BFDR =< 0.05 and average spectral counts >= 2. The MiST score is provided in the score column.	-	BIOGRID	K9N7A1	-	YP_009047210	Q9BSJ2	Q53EQ3	NP_001243546|NP_006650|NP_001243547	-	-	-	-	-	-	Middle-East Respiratory Syndrome-related Coronavirus	Homo sapiens
