#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
616254	64563	474928	249144	140655	-	-	Nphs1	CD2AP	-	-	Reconstituted Complex	physical	Lehtonen S (2004)	PUBMED:15331416	10116	9615	Low Throughput	-	-	-	-	BIOGRID	Q9R044	-	NP_072150	-	-		-	-	-	-	-	-	Rattus norvegicus	Canis familiaris
616255	64563	474928	249144	140655	-	-	Nphs1	CD2AP	-	-	Co-fractionation	physical	Lehtonen S (2004)	PUBMED:15331416	10116	9615	Low Throughput	-	-	-	-	BIOGRID	Q9R044	-	NP_072150	-	-		-	-	-	-	-	-	Rattus norvegicus	Canis familiaris
616256	64563	403752	249144	139675	-	-	Nphs1	TJP1	-	ZO-1|ZO1	Reconstituted Complex	physical	Lehtonen S (2004)	PUBMED:15331416	10116	9615	Low Throughput	-	-	-	-	BIOGRID	Q9R044	-	NP_072150	O97758	-	NP_001003140	-	-	-	-	-	-	Rattus norvegicus	Canis familiaris
616258	474928	611010	140655	539084	-	-	CD2AP	CDH3	-	CDH15	Affinity Capture-Western	physical	Lehtonen S (2004)	PUBMED:15331416	9615	9615	Low Throughput	-	-	-	-	BIOGRID	-	-		-	F1PAA3		-	-	-	-	-	-	Canis familiaris	Canis familiaris
616259	64563	611010	249144	539084	-	-	Nphs1	CDH3	-	CDH15	Affinity Capture-Western	physical	Lehtonen S (2004)	PUBMED:15331416	10116	9615	Low Throughput	-	-	-	-	BIOGRID	Q9R044	-	NP_072150	-	F1PAA3		-	-	-	-	-	-	Rattus norvegicus	Canis familiaris
616260	474928	64563	140655	249144	-	-	CD2AP	Nphs1	-	-	Affinity Capture-Western	physical	Lehtonen S (2004)	PUBMED:15331416	9615	10116	Low Throughput	-	-	-	-	BIOGRID	-	-		Q9R044	-	NP_072150	-	-	-	-	-	-	Canis familiaris	Rattus norvegicus
678924	403649	7341	139573	113188	-	OK/SW-cl.43	CLDN2	SUMO1	-	DAP1|GMP1|OFC10|PIC1|SENP2|SMT3|SMT3C|SMT3H3|UBL1	Reconstituted Complex	physical	Van Itallie CM (2012)	PUBMED:22731716	9615	9606	Low Throughput	-	-	Human SAE1 (E1): NM-005500|Human Ubc9 (E2): NM-003345|in vitro SUMOylation using Active Motif SUMOlink SUMO-1 kit|likely SUMO conjugate	-	BIOGRID	Q95KM6	-	NP_001003089	P63165	A0A024R3Z2	NP_001358323|NP_001358322|NP_001358321|NP_001005782|NP_001005781|NP_003343	-	-	-	-	-	-	Canis familiaris	Homo sapiens
693028	608738	403935	536902	139851	-	-	NEDD4	ANXA13	-	ANX13	Affinity Capture-MS	physical	Plant PJ (2000)	PUBMED:10871286	9615	9615	Low Throughput	-	-	-	-	BIOGRID	-	F1PYW3		Q29471	-	NP_001003255	-	-	-	-	-	-	Canis familiaris	Canis familiaris
693034	608738	403935	536902	139851	-	-	NEDD4	ANXA13	-	ANX13	Reconstituted Complex	physical	Plant PJ (2000)	PUBMED:10871286	9615	9615	Low Throughput	-	-	-	-	BIOGRID	-	F1PYW3		Q29471	-	NP_001003255	-	-	-	-	-	-	Canis familiaris	Canis familiaris
693037	403935	608738	139851	536902	-	-	ANXA13	NEDD4	ANX13	-	Affinity Capture-Western	physical	Plant PJ (2000)	PUBMED:10871286	9615	9615	Low Throughput	-	-	-	-	BIOGRID	Q29471	-	NP_001003255	-	F1PYW3		-	-	-	-	-	-	Canis familiaris	Canis familiaris
693038	608738	403935	536902	139851	-	-	NEDD4	ANXA13	-	ANX13	Affinity Capture-Western	physical	Plant PJ (2000)	PUBMED:10871286	9615	9615	Low Throughput	-	-	-	-	BIOGRID	-	F1PYW3		Q29471	-	NP_001003255	-	-	-	-	-	-	Canis familiaris	Canis familiaris
693040	608738	403935	536902	139851	-	-	NEDD4	ANXA13	-	ANX13	Co-localization	physical	Plant PJ (2000)	PUBMED:10871286	9615	9615	Low Throughput	-	-	-	-	BIOGRID	-	F1PYW3		Q29471	-	NP_001003255	-	-	-	-	-	-	Canis familiaris	Canis familiaris
723543	609416	404018	537544	139931	-	-	SEC62	SEC61B	TLOC1	-	Affinity Capture-Western	physical	Meyer HA (2000)	PUBMED:10799540	9615	9615	Low Throughput	-	-	Edman degradation	-	BIOGRID	-	J9NUW8		P60467	-	NP_001003326	-	-	-	-	-	-	Canis familiaris	Canis familiaris
734774	6622	488984	112506	154698	-	-	SNCA	ACTA1	NACP|PARK1|PARK4|PD1	-	Affinity Capture-Western	physical	Sousa VL (2009)	PUBMED:19553474	9606	9615	Low Throughput	-	-	figure 6.	-	BIOGRID	P37840	H6UYS5	NP_000336|NP_009292|NP_001362216|NP_001362217|NP_001362214|NP_001362215|NP_001139526|NP_001139527	-	-		-	-	-	-	-	-	Homo sapiens	Canis familiaris
818448	81757	403728	249629	139652	-	-	Rala	CSDA	-	ZONAB|dpbA	Two-hybrid	physical	Frankel P (2005)	PUBMED:15592429	10116	9615	Low Throughput	-	-	-	-	BIOGRID	P63322	-	NP_112355	-	Q9N1Q3	NP_001003127	-	-	-	-	-	-	Rattus norvegicus	Canis familiaris
818449	81757	403728	249629	139652	-	-	Rala	CSDA	-	ZONAB|dpbA	Reconstituted Complex	physical	Frankel P (2005)	PUBMED:15592429	10116	9615	Low Throughput	-	-	-	-	BIOGRID	P63322	-	NP_112355	-	Q9N1Q3	NP_001003127	-	-	-	-	-	-	Rattus norvegicus	Canis familiaris
818450	403728	475875	139652	141601	-	-	CSDA	RALA	ZONAB|dpbA	-	Affinity Capture-Western	physical	Frankel P (2005)	PUBMED:15592429	9615	9615	Low Throughput	-	-	-	-	BIOGRID	-	Q9N1Q3	NP_001003127	-	J9NX28		-	-	-	-	-	-	Canis familiaris	Canis familiaris
854353	476694	100687738	142419	1535794	-	-	CALR	PDIA2	-	-	Affinity Capture-Western	physical	Baksh S (1995)	PUBMED:8537405	9615	9615	Low Throughput	-	-	-	-	BIOGRID	-	-		-	E2R947		-	-	-	-	-	-	Canis familiaris	Canis familiaris
854354	476694	100687738	142419	1535794	-	-	CALR	PDIA2	-	-	Reconstituted Complex	physical	Baksh S (1995)	PUBMED:8537405	9615	9615	Low Throughput	-	-	-	-	BIOGRID	-	-		-	E2R947		-	-	-	-	-	-	Canis familiaris	Canis familiaris
854567	855356	100499482	35488	1530947	YMR308C	-	PSE1	RAN	KAP121|L000001519	-	Co-crystal Structure	physical	Kobayashi J (2013)	PUBMED:23541588	559292	9615	Low Throughput	-	-	-	-	BIOGRID	P32337	-	NP_014039	P62825	-	NP_001181913	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Canis familiaris
859385	490488	403752	156201	139675	-	-	DTNA	TJP1	-	ZO-1|ZO1	Affinity Capture-Western	physical	Sjoe A (2005)	PUBMED:15834686	9615	9615	Low Throughput	-	-	-	-	BIOGRID	-	-		O97758	-	NP_001003140	-	-	-	-	-	-	Canis familiaris	Canis familiaris
859386	490488	403580	156201	139505	-	-	DTNA	ACTB	-	ACTA1	Affinity Capture-Western	physical	Sjoe A (2005)	PUBMED:15834686	9615	9615	Low Throughput	-	-	-	-	BIOGRID	-	-		-	-	NP_001182774	-	-	-	-	-	-	Canis familiaris	Canis familiaris
859436	488213	476915	153927	142640	-	-	LOC488213	RB1	TFAP2A	-	Affinity Capture-Western	physical	Batsche E (1998)	PUBMED:9632747	9615	9615	Low Throughput	-	-	-	-	BIOGRID	-	J9NVZ9		-	-		-	-	-	-	-	-	Canis familiaris	Canis familiaris
887060	403980	475294	139896	141021	-	-	CAV1	CAV2	caveolin 1	CAV-2	Affinity Capture-Western	physical	Lahtinen U (2003)	PUBMED:12633858	9615	9615	Low Throughput	-	-	-	-	BIOGRID	P33724	-	NP_001003296	O46550	-	NP_001010997	BTO:0004607	MDCK-2 cell	cell line	-	-	-	Canis familiaris	Canis familiaris
887061	475294	403980	141021	139896	-	-	CAV2	CAV1	CAV-2	caveolin 1	Affinity Capture-Western	physical	Lahtinen U (2003)	PUBMED:12633858	9615	9615	Low Throughput	-	-	-	-	BIOGRID	O46550	-	NP_001010997	P33724	-	NP_001003296	BTO:0004607	MDCK-2 cell	cell line	-	-	-	Canis familiaris	Canis familiaris
935309	475143	610716	140870	538795	-	-	LNX1	IGSF5	-	-	Co-localization	physical	Kansaku A (2006)	PUBMED:16832352	9615	9615	Low Throughput	-	-	-	-	BIOGRID	-	E2RBE8		-	E2RBD3		-	-	-	-	-	-	Canis familiaris	Canis familiaris
946480	489509	7316	155223	113164	-	-	MYOCD	UBC	-	HMG20	Affinity Capture-Western	physical	Madonna R (2014)	PUBMED:24855642	9615	9606	Low Throughput	-	-	ChIP	-	BIOGRID	-	F1PBA2		P0CG48	-	NP_066289	-	-	-	-	-	-	Canis familiaris	Homo sapiens
950625	484931	485926	150647	151642	-	-	WDR83	PARD6B	-	-	Affinity Capture-Western	physical	Hayase J (2013)	PUBMED:23439680	9615	9615	Low Throughput	-	-	-	-	BIOGRID	-	E2RRL3		-	-		-	-	-	-	-	-	Canis familiaris	Canis familiaris
1870221	476783	486507	142508	152222	-	-	CREBZF	SP1	-	-	Affinity Capture-Western	physical	Matlhagela K (2005)	PUBMED:15485816	9615	9615	Low Throughput	-	-	-	-	BIOGRID	-	J9P9B5		-	-		-	-	-	-	-	-	Canis familiaris	Canis familiaris
1870222	479866	476783	145589	142508	-	-	CREBBP	CREBZF	-	-	Affinity Capture-Western	physical	Matlhagela K (2005)	PUBMED:15485816	9615	9615	Low Throughput	-	-	-	-	BIOGRID	-	J9NTG2		-	J9P9B5		-	-	-	-	-	-	Canis familiaris	Canis familiaris
1870223	486507	476783	152222	142508	-	-	SP1	CREBZF	-	-	Affinity Capture-Western	physical	Matlhagela K (2005)	PUBMED:15485816	9615	9615	Low Throughput	-	-	-	-	BIOGRID	-	-		-	J9P9B5		-	-	-	-	-	-	Canis familiaris	Canis familiaris
1870225	479866	486507	145589	152222	-	-	CREBBP	SP1	-	-	Affinity Capture-Western	physical	Matlhagela K (2005)	PUBMED:15485816	9615	9615	Low Throughput	-	-	-	-	BIOGRID	-	J9NTG2		-	-		-	-	-	-	-	-	Canis familiaris	Canis familiaris
1870226	1390	486507	107780	152222	RP11-324I22.1	-	CREM	SP1	CREM-2|ICER|hCREM-2	-	Reconstituted Complex	physical	Matlhagela K (2005)	PUBMED:15485816	9606	9615	Low Throughput	-	-	-	-	BIOGRID	Q03060	-	NP_877572|NP_877573|NP_877570|NP_877571|NP_874393|NP_874392|NP_874390|NP_898829|NP_898883|NP_001872|NP_001339396|NP_001339395|NP_874388|NP_874389|NP_001339374|NP_898830|NP_898831|NP_874386|NP_874387|NP_001254492|NP_001254493|NP_001254491|NP_001254496|NP_001254497|NP_001254494|NP_001254495|NP_001254498|NP_001254499|NP_853549	-	-		-	-	-	-	-	-	Homo sapiens	Canis familiaris
2387314	403980	3265	139896	109501	-	-	CAV1	HRAS	caveolin 1	C-BAS/HAS|C-H-RAS|C-HA-RAS1|CTLO|H-RASIDX|HAMSV|HRAS1|RASH1|p21ras	Reconstituted Complex	physical	Song KS (1996)	PUBMED:8621645	9615	9606	Low Throughput	-	-	Hit species is unclear	-	BIOGRID	P33724	-	NP_001003296	P01112	X5D945	NP_001123914|NP_005334|NP_789765	-	-	-	-	-	-	Canis familiaris	Homo sapiens
2387323	403980	403735	139896	139658	-	-	CAV1	HRAS	caveolin 1	H-RAS	Reconstituted Complex	physical	Song KS (1996)	PUBMED:8621645	9615	9615	Low Throughput	-	-	-	-	BIOGRID	P33724	-	NP_001003296	-	-	NP_001273998|NP_001273999	-	-	-	-	-	-	Canis familiaris	Canis familiaris
2466970	100687532	10686	1535608	115925	-	-	PDZRN3	CLDN16	-	HOMG3|PCLN1	Affinity Capture-Western	physical	Marunaka K (2017)	PUBMED:28623232	9615	9606	Low Throughput	-	-	-	-	BIOGRID	-	-		Q9Y5I7	-	NP_006571	-	-	-	-	-	-	Canis familiaris	Homo sapiens
2532683	483318	100856563	149037	1538144	-	-	ITGB4	ITGA6	-	-	Affinity Capture-Western	physical	Myllymaeki SM (2019)	PUBMED:30404858	9615	9615	Low Throughput	-	-	-	-	BIOGRID	-	-		-	E2RL88|J9NVU0		-	-	-	-	-	-	Canis familiaris	Canis familiaris
2532684	483318	476059	149037	141785	-	-	ITGB4	AHNAK	-	-	Proximity Label-MS	physical	Myllymaeki SM (2019)	PUBMED:30404858	9615	9615	High Throughput	-	-	-	-	BIOGRID	-	-		-	-		-	-	-	-	-	-	Canis familiaris	Canis familiaris
2532685	483318	442965	149037	140008	-	-	ITGB4	UTRN	-	-	Proximity Label-MS	physical	Myllymaeki SM (2019)	PUBMED:30404858	9615	9615	High Throughput	-	-	-	-	BIOGRID	-	-		-	Q5JCF5	NP_001012395	-	-	-	-	-	-	Canis familiaris	Canis familiaris
2532686	483318	490021	149037	155734	-	-	ITGB4	PPL	-	-	Proximity Label-MS	physical	Myllymaeki SM (2019)	PUBMED:30404858	9615	9615	High Throughput	-	-	-	-	BIOGRID	-	-		-	J9NU37		-	-	-	-	-	-	Canis familiaris	Canis familiaris
2532687	483318	474539	149037	140266	-	-	ITGB4	RANBP2	-	-	Proximity Label-MS	physical	Myllymaeki SM (2019)	PUBMED:30404858	9615	9615	High Throughput	-	-	-	-	BIOGRID	-	-		-	-		-	-	-	-	-	-	Canis familiaris	Canis familiaris
2532688	483318	486753	149037	152467	-	-	ITGB4	ERC1	-	-	Proximity Label-MS	physical	Myllymaeki SM (2019)	PUBMED:30404858	9615	9615	High Throughput	-	-	-	-	BIOGRID	-	-		-	F6XUT8		-	-	-	-	-	-	Canis familiaris	Canis familiaris
2532689	483318	478399	149037	144123	-	-	ITGB4	CCT8	-	-	Proximity Label-MS	physical	Myllymaeki SM (2019)	PUBMED:30404858	9615	9615	High Throughput	-	-	-	-	BIOGRID	-	-		-	J9NRN0		-	-	-	-	-	-	Canis familiaris	Canis familiaris
2532690	483318	612700	149037	540763	-	-	ITGB4	AHNAK2	-	-	Proximity Label-MS	physical	Myllymaeki SM (2019)	PUBMED:30404858	9615	9615	High Throughput	-	-	-	-	BIOGRID	-	-		-	J9NZV9		-	-	-	-	-	-	Canis familiaris	Canis familiaris
2532691	483318	100856563	149037	1538144	-	-	ITGB4	ITGA6	-	-	Proximity Label-MS	physical	Myllymaeki SM (2019)	PUBMED:30404858	9615	9615	High Throughput	-	-	-	-	BIOGRID	-	-		-	E2RL88|J9NVU0		-	-	-	-	-	-	Canis familiaris	Canis familiaris
2532692	483318	403809	149037	139730	-	-	ITGB4	RRBP1	-	P180	Proximity Label-MS	physical	Myllymaeki SM (2019)	PUBMED:30404858	9615	9615	High Throughput	-	-	-	-	BIOGRID	-	-		Q28298	-	NP_001003179	-	-	-	-	-	-	Canis familiaris	Canis familiaris
2532693	483318	480123	149037	145845	-	-	ITGB4	CCT3	-	-	Proximity Label-MS	physical	Myllymaeki SM (2019)	PUBMED:30404858	9615	9615	High Throughput	-	-	-	-	BIOGRID	-	-		-	-		-	-	-	-	-	-	Canis familiaris	Canis familiaris
2532694	483318	403752	149037	139675	-	-	ITGB4	TJP1	-	ZO-1|ZO1	Proximity Label-MS	physical	Myllymaeki SM (2019)	PUBMED:30404858	9615	9615	High Throughput	-	-	-	-	BIOGRID	-	-		O97758	-	NP_001003140	-	-	-	-	-	-	Canis familiaris	Canis familiaris
2532695	483318	474445	149037	140172	-	-	ITGB4	CCT2	-	-	Proximity Label-MS	physical	Myllymaeki SM (2019)	PUBMED:30404858	9615	9615	High Throughput	-	-	-	-	BIOGRID	-	-		-	-		-	-	-	-	-	-	Canis familiaris	Canis familiaris
2532696	483318	608534	149037	536708	-	-	ITGB4	NUP214	-	-	Proximity Label-MS	physical	Myllymaeki SM (2019)	PUBMED:30404858	9615	9615	High Throughput	-	-	-	-	BIOGRID	-	-		-	-		-	-	-	-	-	-	Canis familiaris	Canis familiaris
2532697	483318	484064	149037	149783	-	-	ITGB4	TCP1	-	-	Proximity Label-MS	physical	Myllymaeki SM (2019)	PUBMED:30404858	9615	9615	High Throughput	-	-	-	-	BIOGRID	-	-		-	E2R0L9		-	-	-	-	-	-	Canis familiaris	Canis familiaris
2532698	483318	403854	149037	139773	-	-	ITGB4	TJP2	-	ZO-2	Proximity Label-MS	physical	Myllymaeki SM (2019)	PUBMED:30404858	9615	9615	High Throughput	-	-	-	-	BIOGRID	-	-		Q95168	J9P749|F1PEE3	NP_001003204	-	-	-	-	-	-	Canis familiaris	Canis familiaris
2532699	483318	483324	149037	149043	-	-	ITGB4	EVPL	-	-	Proximity Label-MS	physical	Myllymaeki SM (2019)	PUBMED:30404858	9615	9615	High Throughput	-	-	-	-	BIOGRID	-	-		-	-		-	-	-	-	-	-	Canis familiaris	Canis familiaris
2532700	483318	474397	149037	140124	-	-	ITGB4	ESYT1	-	-	Proximity Label-MS	physical	Myllymaeki SM (2019)	PUBMED:30404858	9615	9615	High Throughput	-	-	-	-	BIOGRID	-	-		-	-		-	-	-	-	-	-	Canis familiaris	Canis familiaris
2532701	483318	100855692	149037	1537273	-	-	ITGB4	CCT4	-	-	Proximity Label-MS	physical	Myllymaeki SM (2019)	PUBMED:30404858	9615	9615	High Throughput	-	-	-	-	BIOGRID	-	-		-	F1Q331		-	-	-	-	-	-	Canis familiaris	Canis familiaris
2532702	483318	610226	149037	538321	-	-	ITGB4	CCT7	-	-	Proximity Label-MS	physical	Myllymaeki SM (2019)	PUBMED:30404858	9615	9615	High Throughput	-	-	-	-	BIOGRID	-	-		-	J9NS87		-	-	-	-	-	-	Canis familiaris	Canis familiaris
2532703	483318	475756	149037	141482	-	-	ITGB4	EIF2AK3	-	-	Proximity Label-MS	physical	Myllymaeki SM (2019)	PUBMED:30404858	9615	9615	High Throughput	-	-	-	-	BIOGRID	-	-		-	E2QWG6		-	-	-	-	-	-	Canis familiaris	Canis familiaris
2532704	483318	475189	149037	140916	-	-	ITGB4	COPG2	-	-	Proximity Label-MS	physical	Myllymaeki SM (2019)	PUBMED:30404858	9615	9615	High Throughput	-	-	-	-	BIOGRID	-	-		-	-		-	-	-	-	-	-	Canis familiaris	Canis familiaris
2532705	483318	606787	149037	535087	-	-	ITGB4	CCT6A	-	-	Proximity Label-MS	physical	Myllymaeki SM (2019)	PUBMED:30404858	9615	9615	High Throughput	-	-	-	-	BIOGRID	-	-		-	-		-	-	-	-	-	-	Canis familiaris	Canis familiaris
2532706	483318	476007	149037	141733	-	-	ITGB4	LOC476007	-	CORO1B	Proximity Label-MS	physical	Myllymaeki SM (2019)	PUBMED:30404858	9615	9615	High Throughput	-	-	-	-	BIOGRID	-	-		-	E2R7N5		-	-	-	-	-	-	Canis familiaris	Canis familiaris
2532707	483318	607434	149037	535688	-	-	ITGB4	SEC16A	-	-	Proximity Label-MS	physical	Myllymaeki SM (2019)	PUBMED:30404858	9615	9615	High Throughput	-	-	-	-	BIOGRID	-	-		-	-		-	-	-	-	-	-	Canis familiaris	Canis familiaris
2532708	483318	474928	149037	140655	-	-	ITGB4	CD2AP	-	-	Proximity Label-MS	physical	Myllymaeki SM (2019)	PUBMED:30404858	9615	9615	High Throughput	-	-	-	-	BIOGRID	-	-		-	-		-	-	-	-	-	-	Canis familiaris	Canis familiaris
2532709	483318	482885	149037	148604	-	-	ITGB4	LOC482885	-	-	Proximity Label-MS	physical	Myllymaeki SM (2019)	PUBMED:30404858	9615	9615	High Throughput	-	-	-	-	BIOGRID	-	-		-	F1PK38		-	-	-	-	-	-	Canis familiaris	Canis familiaris
2532710	483318	481234	149037	146955	-	-	ITGB4	RANGAP1	-	-	Proximity Label-MS	physical	Myllymaeki SM (2019)	PUBMED:30404858	9615	9615	High Throughput	-	-	-	-	BIOGRID	-	-		-	F1PVY6		-	-	-	-	-	-	Canis familiaris	Canis familiaris
2532711	483318	479518	149037	145241	-	-	ITGB4	ALDH3A2	-	-	Proximity Label-MS	physical	Myllymaeki SM (2019)	PUBMED:30404858	9615	9615	High Throughput	-	-	-	-	BIOGRID	-	-		-	-		-	-	-	-	-	-	Canis familiaris	Canis familiaris
2532712	483318	483048	149037	148767	-	-	ITGB4	EML4	-	-	Proximity Label-MS	physical	Myllymaeki SM (2019)	PUBMED:30404858	9615	9615	High Throughput	-	-	-	-	BIOGRID	-	-		-	F1PY01		-	-	-	-	-	-	Canis familiaris	Canis familiaris
2532713	483318	608643	149037	536814	-	-	ITGB4	STIM1	-	-	Proximity Label-MS	physical	Myllymaeki SM (2019)	PUBMED:30404858	9615	9615	High Throughput	-	-	-	-	BIOGRID	-	-		-	F1PIS1		-	-	-	-	-	-	Canis familiaris	Canis familiaris
2532714	483318	477847	149037	143572	-	-	ITGB4	WDR11	-	BRWD2|PHIP	Proximity Label-MS	physical	Myllymaeki SM (2019)	PUBMED:30404858	9615	9615	High Throughput	-	-	-	-	BIOGRID	-	-		-	F1PUH1		-	-	-	-	-	-	Canis familiaris	Canis familiaris
2532715	483318	479409	149037	145132	-	-	ITGB4	ARHGEF12	-	-	Proximity Label-MS	physical	Myllymaeki SM (2019)	PUBMED:30404858	9615	9615	High Throughput	-	-	-	-	BIOGRID	-	-		-	F1PET2		-	-	-	-	-	-	Canis familiaris	Canis familiaris
2532716	483318	482618	149037	148338	-	-	ITGB4	TMPO	-	-	Proximity Label-MS	physical	Myllymaeki SM (2019)	PUBMED:30404858	9615	9615	High Throughput	-	-	-	-	BIOGRID	-	-		-	-		-	-	-	-	-	-	Canis familiaris	Canis familiaris
2532717	483318	481295	149037	147016	-	-	ITGB4	CKAP4	-	-	Proximity Label-MS	physical	Myllymaeki SM (2019)	PUBMED:30404858	9615	9615	High Throughput	-	-	-	-	BIOGRID	-	-		-	F1PEI2		-	-	-	-	-	-	Canis familiaris	Canis familiaris
2532718	483318	480332	149037	146054	-	-	ITGB4	KTN1	-	-	Proximity Label-MS	physical	Myllymaeki SM (2019)	PUBMED:30404858	9615	9615	High Throughput	-	-	-	-	BIOGRID	-	-		-	-		-	-	-	-	-	-	Canis familiaris	Canis familiaris
2532719	483318	487898	149037	153612	-	-	ITGB4	SEC24B	-	-	Proximity Label-MS	physical	Myllymaeki SM (2019)	PUBMED:30404858	9615	9615	High Throughput	-	-	-	-	BIOGRID	-	-		-	J9PAS8		-	-	-	-	-	-	Canis familiaris	Canis familiaris
2532720	483318	403739	149037	139662	-	-	ITGB4	COL17A1	-	BP180|BPAG2	Proximity Label-MS	physical	Myllymaeki SM (2019)	PUBMED:30404858	9615	9615	High Throughput	-	-	-	-	BIOGRID	-	-		-	-		-	-	-	-	-	-	Canis familiaris	Canis familiaris
2532721	483318	490500	149037	156213	-	-	ITGB4	DSG2	-	-	Proximity Label-MS	physical	Myllymaeki SM (2019)	PUBMED:30404858	9615	9615	High Throughput	-	-	-	-	BIOGRID	-	-		-	F1PGX2		-	-	-	-	-	-	Canis familiaris	Canis familiaris
2532722	483318	607411	149037	535666	-	-	ITGB4	KIAA1217	-	-	Proximity Label-MS	physical	Myllymaeki SM (2019)	PUBMED:30404858	9615	9615	High Throughput	-	-	-	-	BIOGRID	-	-		-	-		-	-	-	-	-	-	Canis familiaris	Canis familiaris
