#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
2657646	1489680	23429	4383950	116997	SARS-CoV-1ab-nsp13ab	-	nsp13ab	RYBP	nsp13|sars1ab|orf1ab|SARS-CoV nsp13ab|SARS-CoV nsp13|SARS-CoV sars1ab|orf1ab-nsp13|orf1ab-nsp13ab|pp1ab|Helicase|Hel|R1AB_CVHSA|PRO_0000037319	AAP1|DEDAF|YEAF1	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828870	Q8N488	-	NP_036366	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
2657647	1489680	5478	4383939	111474	SARS-CoV-1ab-nsp1ab	-	nsp1ab	PPIA	nsp1|sars1ab|orf1ab|SARS-CoV nsp1ab|SARS-CoV nsp1|SARS-CoV sars1ab|orf1ab-nsp1|orf1ab-nsp1ab|pp1ab|Host translation inhibitor|Leader protein|R1AB_CVHSA|PRO_0000037309	CYPA|CYPH|HEL-S-69p	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput|Low Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828860	P62937	V9HWF5	NP_066953|NP_001287910	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
2657648	1489680	408050	4383946	135912	SARS-CoV-1ab-nsp8ab	-	nsp8ab	NOMO3	nsp8|sars1ab|orf1ab|SARS-CoV nsp8ab|SARS-CoV nsp8|SARS-CoV sars1ab|orf1ab-nsp8|orf1ab-nsp8ab|pp1ab|R1AB_CVHSA|PRO_0000037315	Nomo	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828866	P69849	J3KN36|Q1LZN2	NP_001004067	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
2657649	1489680	2280	4383939	108570	SARS-CoV-1ab-nsp1ab	RP11-314N13.2	nsp1ab	FKBP1A	nsp1|sars1ab|orf1ab|SARS-CoV nsp1ab|SARS-CoV nsp1|SARS-CoV sars1ab|orf1ab-nsp1|orf1ab-nsp1ab|pp1ab|Host translation inhibitor|Leader protein|R1AB_CVHSA|PRO_0000037309	FKBP-12|FKBP-1A|FKBP1|FKBP12|PKC12|PKCI2|PPIASE	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput|Low Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828860	P62942	Q0VDC6|A0A087WTS4	NP_463460|NP_000792|NP_001186715	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
2657650	1489680	9360	4383939	114761	SARS-CoV-1ab-nsp1ab	-	nsp1ab	PPIG	nsp1|sars1ab|orf1ab|SARS-CoV nsp1ab|SARS-CoV nsp1|SARS-CoV sars1ab|orf1ab-nsp1|orf1ab-nsp1ab|pp1ab|Host translation inhibitor|Leader protein|R1AB_CVHSA|PRO_0000037309	CARS-Cyp|CYP|SCAF10|SRCyp	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput|Low Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828860	Q13427	-	NP_004783	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
2657651	1489679	4140	4383924	110310	SARS-CoV-9b	-	ORF9b	MARK3	9b|ns9b|SARS-CoV sars9b|ORF9b|SARS-CoV ORF9b|ORF9B_CVHSA|PRO_0000106137	CTAK1|KP78|PAR1A|Par-1a	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P59636	-	NP_828859	P27448	Q86U11	NP_001122391|NP_002367|NP_001122390|NP_001122393|NP_001122392	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
2657652	1489680	10465	4383939	115728	SARS-CoV-1ab-nsp1ab	-	nsp1ab	PPIH	nsp1|sars1ab|orf1ab|SARS-CoV nsp1ab|SARS-CoV nsp1|SARS-CoV sars1ab|orf1ab-nsp1|orf1ab-nsp1ab|pp1ab|Host translation inhibitor|Leader protein|R1AB_CVHSA|PRO_0000037309	CYP-20|CYPH|SnuCyp-20|USA-CYP	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput|Low Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828860	O43447	Q6FH36	NP_001317439|NP_006338	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
2657653	1489680	11123	4383939	116297	SARS-CoV-1ab-nsp1ab	RP4-594I10.1	nsp1ab	RCAN3	nsp1|sars1ab|orf1ab|SARS-CoV nsp1ab|SARS-CoV nsp1|SARS-CoV sars1ab|orf1ab-nsp1|orf1ab-nsp1ab|pp1ab|Host translation inhibitor|Leader protein|R1AB_CVHSA|PRO_0000037309	DSCR1L2|MCIP3|RCN3|hRCN3	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput|Low Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828860	Q9UKA8	A0A024RAH2	NP_001238906|NP_001238907|NP_001238908|NP_001238909|NP_038469|NP_001238914|NP_001238911|NP_001238910|NP_001238913|NP_001238912	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
2657654	-	9146	4383925	114593	SARS-CoV-14	-	ORF14	HGS	14|ns14|SARS-CoV sars14|ORF14|SARS-CoV ORF14|Y14_CVHSA|PRO_0000289937	HRS	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	Q7TLC7	-	-	O14964	-	NP_004703	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
2657655	1489676	7917	4383922	113647	SARS-CoV-8a	DADB-70P7.10-021	ORF8a	BAG6	8a|ns8a|SARS-CoV sars8a|ORF8a|SARS-CoV ORF8a|NS8A_CVHSA|PRO_0000283858	BAG-6|BAT3|D6S52E|G3	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	Q7TFA0	-	NP_849176	P46379	-	NP_001092004|NP_004630|NP_542434|NP_001186627|NP_001186626|NP_542433	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
2657656	1489680	23564	4383945	117107	SARS-CoV-1ab-nsp7ab	DADB-110M10.5	nsp7ab	DDAH2	nsp7|sars1ab|orf1ab|SARS-CoV nsp7ab|SARS-CoV nsp7|SARS-CoV sars1ab|orf1ab-nsp7|orf1ab-nsp7ab|pp1ab|R1AB_CVHSA|PRO_0000037314	DDAH|DDAHII|G6a|HEL-S-277|NG30	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828865	O95865	V9HW53	NP_039268|NP_001289936|NP_001289937	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
2657657	1489675	819	4383921	107269	SARS-CoV-7b	-	ORF7b	CAMLG	7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA|PRO_0000283857	CAML	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	Q7TFA1	-	NP_849175	P49069	-	NP_001736	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
2657658	1489680	25978	4383949	117462	SARS-CoV-1ab-nsp12ab	CGI-84	nsp12ab	CHMP2B	nsp12|sars1ab|orf1ab|SARS-CoV nsp12ab|SARS-CoV nsp12|SARS-CoV sars1ab|orf1ab-nsp12|orf1ab-nsp12ab|pp1ab|RNA-directed RNA polymerase|Pol|RdRp|R1AB_CVHSA|PRO_0000037318	ALS17|CHMP2.5|DMT1|VPS2-2|VPS2B	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828869	Q9UQN3	B2RE76	NP_054762|NP_001231573	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
2657659	1489680	128346	4383949	126110	SARS-CoV-1ab-nsp12ab	-	nsp12ab	C1orf162	nsp12|sars1ab|orf1ab|SARS-CoV nsp12ab|SARS-CoV nsp12|SARS-CoV sars1ab|orf1ab-nsp12|orf1ab-nsp12ab|pp1ab|RNA-directed RNA polymerase|Pol|RdRp|R1AB_CVHSA|PRO_0000037318	-	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828869	Q8NEQ5	-	NP_001287763|NP_001287764|NP_777556	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
2657660	1489680	23609	4383941	117142	SARS-CoV-1ab-nsp3ab	HSPC070	nsp3ab	MKRN2	nsp3|sars1ab|orf1ab|SARS-CoV nsp3ab|SARS-CoV nsp3|SARS-CoV sars1ab|orf1ab-nsp3|orf1ab-nsp3ab|pp1ab|Papain-like proteinase|PL-PRO|PL2-PRO|R1AB_CVHSA|PRO_0000037311	RNF62	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828862	Q9H000	-	NP_001258636|NP_054879	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
2657661	1489680	7177	4383949	113029	SARS-CoV-1ab-nsp12ab	-	nsp12ab	TPSAB1	nsp12|sars1ab|orf1ab|SARS-CoV nsp12ab|SARS-CoV nsp12|SARS-CoV sars1ab|orf1ab-nsp12|orf1ab-nsp12ab|pp1ab|RNA-directed RNA polymerase|Pol|RdRp|R1AB_CVHSA|PRO_0000037318	TPS1|TPS2|TPSB1	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828869	Q15661|P20231	-	NP_003285	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
2657662	1489680	710	4383951	107171	SARS-CoV-1ab-nsp14ab	-	nsp14ab	SERPING1	nsp14|sars1ab|orf1ab|SARS-CoV nsp14ab|SARS-CoV nsp14|SARS-CoV sars1ab|orf1ab-nsp14|orf1ab-nsp14ab|pp1ab|Guanine-N7 methyltransferase|ExoN|R1AB_CVHSA|PRO_0000037320	C1IN|C1INH|C1NH|HAE1|HAE2	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828871	P05155	E9KL26	NP_000053|NP_001027466	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
2657663	1489680	7681	4383941	113479	SARS-CoV-1ab-nsp3ab	-	nsp3ab	MKRN3	nsp3|sars1ab|orf1ab|SARS-CoV nsp3ab|SARS-CoV nsp3|SARS-CoV sars1ab|orf1ab-nsp3|orf1ab-nsp3ab|pp1ab|Papain-like proteinase|PL-PRO|PL2-PRO|R1AB_CVHSA|PRO_0000037311	CPPB2|D15S9|RNF63|ZFP127|ZNF127	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828862	Q13064	-	NP_005655	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
2657664	1489680	25978	4383947	117462	SARS-CoV-1ab-nsp9ab	CGI-84	nsp9ab	CHMP2B	nsp9|sars1ab|orf1ab|SARS-CoV nsp9ab|SARS-CoV nsp9|SARS-CoV sars1ab|orf1ab-nsp9|orf1ab-nsp9ab|pp1ab|R1AB_CVHSA|PRO_0000037316	ALS17|CHMP2.5|DMT1|VPS2-2|VPS2B	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828867	Q9UQN3	B2RE76	NP_054762|NP_001231573	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
2657665	1489679	5683	4383924	111656	SARS-CoV-9b	-	ORF9b	PSMA2	9b|ns9b|SARS-CoV sars9b|ORF9b|SARS-CoV ORF9b|ORF9B_CVHSA|PRO_0000106137	HC3|MU|PMSA2|PSC2	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P59636	-	NP_828859	P25787	A0A024RA52	NP_002778	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
2657666	1489680	57035	4383947	121332	SARS-CoV-1ab-nsp9ab	HT033	nsp9ab	RSRP1	nsp9|sars1ab|orf1ab|SARS-CoV nsp9ab|SARS-CoV nsp9|SARS-CoV sars1ab|orf1ab-nsp9|orf1ab-nsp9ab|pp1ab|R1AB_CVHSA|PRO_0000037316	C1orf63|DJ465N24.2.1|NPD014	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828867	Q9BUV0	A0A024RAH6	NP_064713|NP_001308701	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
2657667	1489680	57862	4383941	121792	SARS-CoV-1ab-nsp3ab	-	nsp3ab	ZNF410	nsp3|sars1ab|orf1ab|SARS-CoV nsp3ab|SARS-CoV nsp3|SARS-CoV sars1ab|orf1ab-nsp3|orf1ab-nsp3ab|pp1ab|Papain-like proteinase|PL-PRO|PL2-PRO|R1AB_CVHSA|PRO_0000037311	APA-1|APA1	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828862	Q86VK4	A0A024R691|Q53FM1	NP_001229856|NP_067011|NP_001229855|NP_001229853|NP_001229857	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
2657668	1489680	5431	4383949	111427	SARS-CoV-1ab-nsp12ab	-	nsp12ab	POLR2B	nsp12|sars1ab|orf1ab|SARS-CoV nsp12ab|SARS-CoV nsp12|SARS-CoV sars1ab|orf1ab-nsp12|orf1ab-nsp12ab|pp1ab|RNA-directed RNA polymerase|Pol|RdRp|R1AB_CVHSA|PRO_0000037318	POL2RB|RPB2|hRPB140	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828869	P30876	C9J2Y9|C9J4M6	NP_001290198|NP_001290197|NP_000929	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
2657669	1489680	162989	4383940	127838	SARS-CoV-1ab-nsp2ab	PSEC0004	nsp2ab	DEDD2	nsp2|sars1ab|orf1ab|SARS-CoV nsp2ab|SARS-CoV nsp2|SARS-CoV sars1ab|orf1ab-nsp2|orf1ab-nsp2ab|pp1ab|p65 homolog|R1AB_CVHSA|PRO_0000037310	FLAME-3	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828851	Q8WXF8	M0QXK7	NP_001257543|NP_001257544|NP_579874	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
2657670	1489680	10540	4383951	115794	SARS-CoV-1ab-nsp14ab	-	nsp14ab	DCTN2	nsp14|sars1ab|orf1ab|SARS-CoV nsp14ab|SARS-CoV nsp14|SARS-CoV sars1ab|orf1ab-nsp14|orf1ab-nsp14ab|pp1ab|Guanine-N7 methyltransferase|ExoN|R1AB_CVHSA|PRO_0000037320	DCTN50|DYNAMITIN|HEL-S-77|RBP50	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828871	Q13561	V9HW58	NP_001334996|NP_001334997|NP_001334994|NP_001334995|NP_006391|NP_001248342|NP_001248341	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
2657671	1489680	27031	4383947	117962	SARS-CoV-1ab-nsp9ab	-	nsp9ab	NPHP3	nsp9|sars1ab|orf1ab|SARS-CoV nsp9ab|SARS-CoV nsp9|SARS-CoV sars1ab|orf1ab-nsp9|orf1ab-nsp9ab|pp1ab|R1AB_CVHSA|PRO_0000037316	CFAP31|MKS7|NPH3|RHPD|RHPD1|SLSN3	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828867	Q7Z494	-	NP_694972	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
2657672	1489680	64499	4383949	122201	SARS-CoV-1ab-nsp12ab	-	nsp12ab	TPSB2	nsp12|sars1ab|orf1ab|SARS-CoV nsp12ab|SARS-CoV nsp12|SARS-CoV sars1ab|orf1ab-nsp12|orf1ab-nsp12ab|pp1ab|RNA-directed RNA polymerase|Pol|RdRp|R1AB_CVHSA|PRO_0000037318	TPS2|tryptaseB|tryptaseC	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828869	P20231	-	NP_077078	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
2657673	1489670	10540	4383918	115794	SARS-CoV-3b	-	ORF3b	DCTN2	3b|ns3b|X2|SARS-CoV sars3b|ORF3b|SARS-CoV ORF3b|X2|NS3B_CVHSA|PRO_0000106132	DCTN50|DYNAMITIN|HEL-S-77|RBP50	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P59633	-	NP_828853	Q13561	V9HW58	NP_001334996|NP_001334997|NP_001334994|NP_001334995|NP_006391|NP_001248342|NP_001248341	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
2657674	1489680	79589	4383945	122731	SARS-CoV-1ab-nsp7ab	RP11-150F24.1	nsp7ab	RNF128	nsp7|sars1ab|orf1ab|SARS-CoV nsp7ab|SARS-CoV nsp7|SARS-CoV sars1ab|orf1ab-nsp7|orf1ab-nsp7ab|pp1ab|R1AB_CVHSA|PRO_0000037314	GRAIL	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828865	Q8TEB7	-	NP_919445|NP_078815	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
2657675	1489680	8314	4383945	113911	SARS-CoV-1ab-nsp7ab	hucep-6	nsp7ab	BAP1	nsp7|sars1ab|orf1ab|SARS-CoV nsp7ab|SARS-CoV nsp7|SARS-CoV sars1ab|orf1ab-nsp7|orf1ab-nsp7ab|pp1ab|R1AB_CVHSA|PRO_0000037314	HUCEP-13|UCHL2	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828865	Q92560	A0A024R305	NP_004647	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
