#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
616018	7140	100125989	112994	1172720	-	-	TNNT3	TPM1	TNTF	TPMA	Reconstituted Complex	physical	Jha PK (1996)	PUBMED:8987992	9606	9986	Low Throughput	-	-	-	-	BIOGRID	P45378	-	NP_001036245|NP_001284575|NP_001036247|NP_001036246|NP_006748	P58772	-	NP_001099158	-	-	-	-	-	-	Homo sapiens	Oryctolagus cuniculus
616019	100009527	100009527	1172546	1172546	-	-	TNNT3	TNNT3	TnTf|fTnT	TnTf|fTnT	Reconstituted Complex	physical	Jha PK (1996)	PUBMED:8987992	9986	9986	Low Throughput	-	-	ternary complex	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	-	-	Oryctolagus cuniculus	Oryctolagus cuniculus
616020	100009527	100347570	1172546	1183415	-	-	TNNT3	TNNC1	TnTf|fTnT	TN-C	Reconstituted Complex	physical	Jha PK (1996)	PUBMED:8987992	9986	9986	Low Throughput	-	-	-	-	BIOGRID	-	-	-	P02591	-		-	-	-	-	-	-	Oryctolagus cuniculus	Oryctolagus cuniculus
616021	100009527	100009581	1172546	1172600	-	-	TNNT3	TNNI2	TnTf|fTnT	TnI	Reconstituted Complex	physical	Jha PK (1996)	PUBMED:8987992	9986	9986	Low Throughput	-	-	-	-	BIOGRID	-	-	-	P02643	-	NP_001076252	-	-	-	-	-	-	Oryctolagus cuniculus	Oryctolagus cuniculus
616107	7140	100009341	112994	1172361	-	-	TNNT3	TNNC2	TNTF	-	Reconstituted Complex	physical	Jha PK (1998)	PUBMED:9724539	9606	9986	Low Throughput	-	-	-	-	BIOGRID	P45378	-	NP_001036245|NP_001284575|NP_001036247|NP_001036246|NP_006748	P02586	-	NP_001076114	-	-	-	-	-	-	Homo sapiens	Oryctolagus cuniculus
616108	7140	100009581	112994	1172600	-	-	TNNT3	TNNI2	TNTF	TnI	Reconstituted Complex	physical	Jha PK (1998)	PUBMED:9724539	9606	9986	Low Throughput	-	-	-	-	BIOGRID	P45378	-	NP_001036245|NP_001284575|NP_001036247|NP_001036246|NP_006748	P02643	-	NP_001076252	-	-	-	-	-	-	Homo sapiens	Oryctolagus cuniculus
616109	100009341	100009581	1172361	1172600	-	-	TNNC2	TNNI2	-	TnI	Reconstituted Complex	physical	Jha PK (1998)	PUBMED:9724539	9986	9986	Low Throughput	-	-	-	-	BIOGRID	P02586	-	NP_001076114	P02643	-	NP_001076252	-	-	-	-	-	-	Oryctolagus cuniculus	Oryctolagus cuniculus
616110	7140	100125989	112994	1172720	-	-	TNNT3	TPM1	TNTF	TPMA	Reconstituted Complex	physical	Jha PK (1998)	PUBMED:9724539	9606	9986	Low Throughput	-	-	source of tropomyosin not clear	-	BIOGRID	P45378	-	NP_001036245|NP_001284575|NP_001036247|NP_001036246|NP_006748	P58772	-	NP_001099158	-	-	-	-	-	-	Homo sapiens	Oryctolagus cuniculus
616111	7140	100009581	112994	1172600	-	-	TNNT3	TNNI2	TNTF	TnI	Co-crystal Structure	physical	Mukhopadhyay S (2005)	PUBMED:15507453	9606	9986	Low Throughput	-	-	circular dichroism spectroscopy	-	BIOGRID	P45378	-	NP_001036245|NP_001284575|NP_001036247|NP_001036246|NP_006748	P02643	-	NP_001076252	-	-	-	-	-	-	Homo sapiens	Oryctolagus cuniculus
632937	100328572	84665	1173200	124185	-	-	NEB	MYPN	-	CMD1DD|CMH22|MYOP|RCM4	Two-hybrid	physical	Bang ML (2001)	PUBMED:11309420	9986	9606	Low Throughput	-	-	-	-	BIOGRID	-	-		Q86TC9	A0A087WX60	NP_001243197|NP_001243196|NP_115967	-	-	-	-	-	-	Oryctolagus cuniculus	Homo sapiens
632938	100328572	1674	1173200	108038	-	-	NEB	DES	-	CSM1|CSM2|LGMD2R	Two-hybrid	physical	Bang ML (2001)	PUBMED:11309420	9986	9606	Low Throughput	-	-	-	-	BIOGRID	-	-		P17661	Q53SB5	NP_001369639|NP_001369638|NP_001369640|NP_001369641|NP_001369637|NP_001918|NP_001369642	-	-	-	-	-	-	Oryctolagus cuniculus	Homo sapiens
637333	856195	100009271	36251	1172292	YPR080W	-	TEF1	ACTA2	translation elongation factor EF-1 alpha|eEF1A|EF-1 alpha|L000002277	-	Reconstituted Complex	physical	Doyle A (2011)	PUBMED:21964468	559292	9986	Low Throughput	-	-	-	-	BIOGRID	P02994	-	NP_015405	P62740	-	NP_001095152	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Oryctolagus cuniculus
637334	852415	100009271	32820	1172292	YBR118W	-	TEF2	ACTA2	translation elongation factor EF-1 alpha|eEF1A|EF-1 alpha|L000002278	-	Reconstituted Complex	physical	Doyle A (2011)	PUBMED:21964468	559292	9986	Low Throughput	-	-	-	-	BIOGRID	P02994	-	NP_009676	P62740	-	NP_001095152	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Oryctolagus cuniculus
658547	100301531	396838	1172791	1148982	-	-	CSNK2B	CALM3	CK-II|CK2N|Phosvitin	-	Biochemical Activity	physical	Sacks DB (1992)	PUBMED:1520270	9986	9823	Low Throughput	-	Phosphorylation	-	-	BIOGRID	P67873	-	NP_001153755	-	F2Z5G3	NP_001231138	-	-	-	-	-	-	Oryctolagus cuniculus	Sus scrofa
696080	69807	100303760	213691	1172828	RP23-468K2.1	-	Trim32	MYH8	1810045E12Rik|3f3|BBS11|Zfp117	MYH1	Reconstituted Complex	physical	Kudryashova E (2005)	PUBMED:16243356	10090	9986	Low Throughput	-	-	figure 3. co-sedimentation assay.	-	BIOGRID	Q8CH72	Q3TLR3	NP_444314|NP_001155254	-	G1SYW9		-	-	-	-	-	-	Mus musculus	Oryctolagus cuniculus
696086	69807	100009271	213691	1172292	RP23-468K2.1	-	Trim32	ACTA2	1810045E12Rik|3f3|BBS11|Zfp117	-	Biochemical Activity	physical	Kudryashova E (2005)	PUBMED:16243356	10090	9986	Low Throughput	-	Ubiquitination	figure 5.	-	BIOGRID	Q8CH72	Q3TLR3	NP_444314|NP_001155254	P62740	-	NP_001095152	-	-	-	-	-	-	Mus musculus	Oryctolagus cuniculus
722983	100008952	100328595	1171975	1173214	-	-	COL1A1	P4HB	-	PDI|PDIA1|p55	Affinity Capture-Western	physical	Ko MK (2004)	PUBMED:15051487	9986	9986	Low Throughput	-	-	-	-	BIOGRID	-	-	-	P21195	-	NP_001164518	-	-	-	-	-	-	Oryctolagus cuniculus	Oryctolagus cuniculus
722984	100008997	100328595	1172020	1173214	-	-	COL1A2	P4HB	-	PDI|PDIA1|p55	Affinity Capture-Western	physical	Ko MK (2004)	PUBMED:15051487	9986	9986	Low Throughput	-	-	-	-	BIOGRID	-	G1T2Z5	NP_001182597	P21195	-	NP_001164518	-	-	-	-	-	-	Oryctolagus cuniculus	Oryctolagus cuniculus
722985	100008952	100328764	1171975	1173367	-	-	COL1A1	UBL4A	-	UBL4	Affinity Capture-Western	physical	Ko MK (2004)	PUBMED:15051487	9986	9986	Low Throughput	-	-	likely ubiquitin conjugate	-	BIOGRID	-	-	-	B7NZQ9	-	NP_001164852	-	-	-	-	-	-	Oryctolagus cuniculus	Oryctolagus cuniculus
722986	100328764	100008952	1173367	1171975	-	-	UBL4A	COL1A1	UBL4	-	Affinity Capture-Western	physical	Ko MK (2004)	PUBMED:15051487	9986	9986	Low Throughput	-	-	likely ubiquitin conjugate	-	BIOGRID	B7NZQ9	-	NP_001164852	-	-	-	-	-	-	-	-	-	Oryctolagus cuniculus	Oryctolagus cuniculus
722987	100328764	100008997	1173367	1172020	-	-	UBL4A	COL1A2	UBL4	-	Affinity Capture-Western	physical	Ko MK (2004)	PUBMED:15051487	9986	9986	Low Throughput	-	-	likely ubiquitin conjugate	-	BIOGRID	B7NZQ9	-	NP_001164852	-	G1T2Z5	NP_001182597	-	-	-	-	-	-	Oryctolagus cuniculus	Oryctolagus cuniculus
724847	1410	100009271	107800	1172292	-	-	CRYAB	ACTA2	CMD1II|CRYA2|CTPP2|CTRCT16|HEL-S-101|HSPB5|MFM2	-	Reconstituted Complex	physical	Ghosh JG (2007)	PUBMED:17590381	9606	9986	Low Throughput	-	-	-	-	BIOGRID	P02511	V9HW27	NP_001876|NP_001355175|NP_001355174|NP_001317308|NP_001276737|NP_001276736	P62740	-	NP_001095152	-	-	-	-	-	-	Homo sapiens	Oryctolagus cuniculus
725732	6622	100009074	112506	1172097	-	-	SNCA	GAPDH	NACP|PARK1|PARK4|PD1	-	Reconstituted Complex	physical	Lindersson E (2004)	PUBMED:14711827	9606	9986	Low Throughput	-	-	figure 7.	-	BIOGRID	P37840	H6UYS5	NP_000336|NP_009292|NP_001362216|NP_001362217|NP_001362214|NP_001362215|NP_001139526|NP_001139527	P46406	-	NP_001075722	-	-	-	-	-	-	Homo sapiens	Oryctolagus cuniculus
728600	100340945	100342501	1176810	1178358	-	-	HK1	LOC100342501	-	-	Reconstituted Complex	physical	Magnani M (1987)	PUBMED:3593295	9986	9986	Low Throughput	-	-	-	-	BIOGRID	-	G1SRI8		-	-		-	-	-	-	-	-	Oryctolagus cuniculus	Oryctolagus cuniculus
818022	100009272	100009272	1172293	1172293	-	-	ACTB	ACTB	ACT-5	ACT-5	Reconstituted Complex	physical	Holaska JM (2004)	PUBMED:15328537	9986	9986	Low Throughput	-	-	-	-	BIOGRID	P29751	-	NP_001095153	P29751	-	NP_001095153	-	-	-	-	-	-	Oryctolagus cuniculus	Oryctolagus cuniculus
818023	100009272	100337841	1172293	1173723	-	-	ACTB	GSN	ACT-5	-	Reconstituted Complex	physical	Holaska JM (2004)	PUBMED:15328537	9986	9986	Low Throughput	-	-	-	-	BIOGRID	P29751	-	NP_001095153	-	G1U9R8		-	-	-	-	-	-	Oryctolagus cuniculus	Oryctolagus cuniculus
818024	2010	100337841	108325	1173723	XX-FW88778H2.1	-	EMD	GSN	EDMD|LEMD5|STA	-	Reconstituted Complex	physical	Holaska JM (2004)	PUBMED:15328537	9606	9986	Low Throughput	-	-	-	-	BIOGRID	P50402	-	NP_000108	-	G1U9R8		-	-	-	-	-	-	Homo sapiens	Oryctolagus cuniculus
824237	100009125	11944	1172148	198251	-	-	ATP4B	Atp4a	-	-	Affinity Capture-Western	physical	Mathews PM (1995)	PUBMED:7762614	9986	10090	Low Throughput	-	-	-	-	BIOGRID	P18597	-	NP_001075758	-	Q91WH7|E9QNX7	NP_001277556|NP_061201	-	-	-	-	-	-	Oryctolagus cuniculus	Mus musculus
824238	100009125	100009279	1172148	1172300	-	-	ATP4B	ATP4A	-	-	Affinity Capture-Western	physical	Mathews PM (1995)	PUBMED:7762614	9986	9986	Low Throughput	-	-	-	-	BIOGRID	P18597	-	NP_001075758	P27112	-	NP_001095171	-	-	-	-	-	-	Oryctolagus cuniculus	Oryctolagus cuniculus
824239	100009125	100009125	1172148	1172148	-	-	ATP4B	ATP4B	-	-	Affinity Capture-Western	physical	Mathews PM (1995)	PUBMED:7762614	9986	9986	Low Throughput	-	-	-	-	BIOGRID	P18597	-	NP_001075758	P18597	-	NP_001075758	-	-	-	-	-	-	Oryctolagus cuniculus	Oryctolagus cuniculus
836754	100009298	163882	1172319	127882	-	RP11-452J6.1	PPP1CA	CNST	PPP1A	C1orf71|PPP1R64	Affinity Capture-Western	physical	Hendrickx A (2009)	PUBMED:19389623	9986	9606	Low Throughput	-	-	-	-	BIOGRID	P62139	-	NP_001095176	Q6PJW8	-	NP_689822|NP_001132931	-	-	-	-	-	-	Oryctolagus cuniculus	Homo sapiens
836755	100009298	221908	1172319	128765	-	-	PPP1CA	PPP1R35	PPP1A	C7orf47	Affinity Capture-Western	physical	Hendrickx A (2009)	PUBMED:19389623	9986	9606	Low Throughput	-	-	-	-	BIOGRID	P62139	-	NP_001095176	Q8TAP8	-	NP_001333867|NP_659467	-	-	-	-	-	-	Oryctolagus cuniculus	Homo sapiens
836756	100009298	220004	1172319	128618	-	-	PPP1CA	PPP1R32	PPP1A	C11orf66|IIIG9	Affinity Capture-Western	physical	Hendrickx A (2009)	PUBMED:19389623	9986	9606	Low Throughput	-	-	-	-	BIOGRID	P62139	-	NP_001095176	Q7Z5V6	G3F4G3	NP_001164224|NP_659454	-	-	-	-	-	-	Oryctolagus cuniculus	Homo sapiens
836757	100009298	145376	1172319	126908	-	-	PPP1CA	PPP1R36	PPP1A	C14orf50	Affinity Capture-Western	physical	Hendrickx A (2009)	PUBMED:19389623	9986	9606	Low Throughput	-	-	-	-	BIOGRID	P62139	-	NP_001095176	Q96LQ0	-	NP_758953	-	-	-	-	-	-	Oryctolagus cuniculus	Homo sapiens
836758	100009298	55259	1172319	120550	-	-	PPP1CA	CASC1	PPP1A	LAS1|PPP1R54	Affinity Capture-Western	physical	Hendrickx A (2009)	PUBMED:19389623	9986	9606	Low Throughput	-	-	-	-	BIOGRID	P62139	-	NP_001095176	Q6TDU7	B4DY27	NP_001191030|NP_001191031|NP_001076442|NP_001076441|NP_060742	-	-	-	-	-	-	Oryctolagus cuniculus	Homo sapiens
836759	100009298	57082	1172319	121354	-	-	PPP1CA	CASC5	PPP1A	AF15Q14|CT29|D40|KNL1|PPP1R55|Spc7|hKNL-1|hSpc105	Affinity Capture-Western	physical	Hendrickx A (2009)	PUBMED:19389623	9986	9606	Low Throughput	-	-	-	-	BIOGRID	P62139	-	NP_001095176	Q8NG31	-	NP_653091|NP_733468	-	-	-	-	-	-	Oryctolagus cuniculus	Homo sapiens
836760	100009298	83987	1172319	123838	-	-	PPP1CA	CCDC8	PPP1A	3M3|PPP1R20|p90	Affinity Capture-Western	physical	Hendrickx A (2009)	PUBMED:19389623	9986	9606	Low Throughput	-	-	-	-	BIOGRID	P62139	-	NP_001095176	Q9H0W5	G8IFA7	NP_114429	-	-	-	-	-	-	Oryctolagus cuniculus	Homo sapiens
836761	100009298	129285	1172319	126187	-	-	PPP1CA	PPP1R21	PPP1A	CCDC128|KLRAQ1	Affinity Capture-Western	physical	Hendrickx A (2009)	PUBMED:19389623	9986	9606	Low Throughput	-	-	-	-	BIOGRID	P62139	-	NP_001095176	Q6ZMI0	-	NP_001129101|NP_001180404|NP_694539	-	-	-	-	-	-	Oryctolagus cuniculus	Homo sapiens
836762	100009298	10421	1172319	115690	-	-	PPP1CA	CD2BP2	PPP1A	FWP010|LIN1|PPP1R59|Snu40|U5-52K	Affinity Capture-Western	physical	Hendrickx A (2009)	PUBMED:19389623	9986	9606	Low Throughput	-	-	-	-	BIOGRID	P62139	-	NP_001095176	O95400	A0A024QZC1	NP_001230575|NP_006101	-	-	-	-	-	-	Oryctolagus cuniculus	Homo sapiens
836763	100009298	1062	1172319	107491	-	-	PPP1CA	CENPE	PPP1A	CENP-E|KIF10|MCPH13|PPP1R61	Affinity Capture-Western	physical	Hendrickx A (2009)	PUBMED:19389623	9986	9606	Low Throughput	-	-	-	-	BIOGRID	P62139	-	NP_001095176	Q02224	-	NP_001804|NP_001273663	-	-	-	-	-	-	Oryctolagus cuniculus	Homo sapiens
836764	100009298	55125	1172319	120432	-	PP8407	PPP1CA	CEP192	PPP1A	PPP1R62	Affinity Capture-Western	physical	Hendrickx A (2009)	PUBMED:19389623	9986	9606	Low Throughput	-	-	-	-	BIOGRID	P62139	-	NP_001095176	-	Q9HCK3|B7ZMF0	NP_115518	-	-	-	-	-	-	Oryctolagus cuniculus	Homo sapiens
836765	100009298	54927	1172319	120267	-	-	PPP1CA	CHCHD3	PPP1A	MINOS3|PPP1R22	Affinity Capture-Western	physical	Hendrickx A (2009)	PUBMED:19389623	9986	9606	Low Throughput	-	-	-	-	BIOGRID	P62139	-	NP_001095176	Q9NX63	A4D1N4	NP_001304106|NP_001304107|NP_060282	-	-	-	-	-	-	Oryctolagus cuniculus	Homo sapiens
836766	100009298	84303	1172319	124029	-	-	PPP1CA	CHCHD6	PPP1A	CHCM1|PPP1R23	Affinity Capture-Western	physical	Hendrickx A (2009)	PUBMED:19389623	9986	9606	Low Throughput	-	-	-	-	BIOGRID	P62139	-	NP_001095176	Q9BRQ6	-	NP_001307539|NP_115719	-	-	-	-	-	-	Oryctolagus cuniculus	Homo sapiens
836767	100009298	64478	1172319	122185	-	UNQ5952/PRO19863	PPP1CA	CSMD1	PPP1A	PPP1R24	Affinity Capture-Western	physical	Hendrickx A (2009)	PUBMED:19389623	9986	9606	Low Throughput	-	-	-	-	BIOGRID	P62139	-	NP_001095176	Q96PZ7	F5GZ18|Q59FF8	NP_150094	-	-	-	-	-	-	Oryctolagus cuniculus	Homo sapiens
836768	100009298	64794	1172319	122302	-	-	PPP1CA	DDX31	PPP1A	PPP1R25	Affinity Capture-Western	physical	Hendrickx A (2009)	PUBMED:19389623	9986	9606	Low Throughput	-	-	-	-	BIOGRID	P62139	-	NP_001095176	Q9H8H2	-	NP_001309273|NP_001309272|NP_001309271|NP_001309270|NP_001309269|NP_619526|NP_073616	-	-	-	-	-	-	Oryctolagus cuniculus	Homo sapiens
836769	100009298	80243	1172319	123199	-	-	PPP1CA	PREX2	PPP1A	6230420N16Rik|DEP.2|DEPDC2|P-REX2|PPP1R129	Affinity Capture-Western	physical	Hendrickx A (2009)	PUBMED:19389623	9986	9606	Low Throughput	-	-	-	-	BIOGRID	P62139	-	NP_001095176	Q70Z35	-	NP_079146|NP_079446	-	-	-	-	-	-	Oryctolagus cuniculus	Homo sapiens
836770	100009298	1740	1172319	108084	-	-	PPP1CA	DLG2	PPP1A	PPP1R58|PSD-93|PSD93|chapsyn-110	Affinity Capture-Western	physical	Hendrickx A (2009)	PUBMED:19389623	9986	9606	Low Throughput	-	-	-	-	BIOGRID	P62139	-	NP_001095176	Q15700	B7Z2T4	NP_001287912|NP_001193698|NP_001364901|NP_001364900|NP_001338203|NP_001364902|NP_001364903|NP_001364904|NP_001364905|NP_001364906|NP_001338205|NP_001364909|NP_001338204|NP_001364896|NP_001364897|NP_001364895|NP_001136171|NP_001136172|NP_001355|NP_001364899|NP_001136174|NP_001364912|NP_001364911	-	-	-	-	-	-	Oryctolagus cuniculus	Homo sapiens
836771	100009298	1741	1172319	108085	-	RP11-291O7.3	PPP1CA	DLG3	PPP1A	MRX|MRX90|NEDLG|PPP1R82|SAP102|XLMR	Affinity Capture-Western	physical	Hendrickx A (2009)	PUBMED:19389623	9986	9606	Low Throughput	-	-	-	-	BIOGRID	P62139	-	NP_001095176	Q92796	Q59FY1	NP_001159750|NP_066943|NP_065781	-	-	-	-	-	-	Oryctolagus cuniculus	Homo sapiens
836772	100009298	116729	1172319	125525	-	-	PPP1CA	PPP1R27	PPP1A	DYSFIP1	Affinity Capture-Western	physical	Hendrickx A (2009)	PUBMED:19389623	9986	9606	Low Throughput	-	-	-	-	BIOGRID	P62139	-	NP_001095176	Q86WC6	-	NP_001007534	-	-	-	-	-	-	Oryctolagus cuniculus	Homo sapiens
836773	100009298	9666	1172319	115021	-	-	PPP1CA	DZIP3	PPP1A	PPP1R66|UURF2|hRUL138	Affinity Capture-Western	physical	Hendrickx A (2009)	PUBMED:19389623	9986	9606	Low Throughput	-	-	-	-	BIOGRID	P62139	-	NP_001095176	Q86Y13	-	NP_055463	-	-	-	-	-	-	Oryctolagus cuniculus	Homo sapiens
836774	100009298	392617	1172319	134291	-	-	PPP1CA	ELFN1	PPP1A	PPP1R28	Affinity Capture-Western	physical	Hendrickx A (2009)	PUBMED:19389623	9986	9606	Low Throughput	-	-	-	-	BIOGRID	P62139	-	NP_001095176	P0C7U0	-	NP_001122108	-	-	-	-	-	-	Oryctolagus cuniculus	Homo sapiens
836775	100009298	114794	1172319	125356	-	RP1-63G5.5	PPP1CA	ELFN2	PPP1A	LRRC62|PPP1R29	Affinity Capture-Western	physical	Hendrickx A (2009)	PUBMED:19389623	9986	9606	Low Throughput	-	-	-	-	BIOGRID	P62139	-	NP_001095176	Q5R3F8	-	NP_443138	-	-	-	-	-	-	Oryctolagus cuniculus	Homo sapiens
836776	100009298	8178	1172319	113828	-	-	PPP1CA	ELL	PPP1A	C19orf17|ELL1|MEN|PPP1R68	Affinity Capture-Western	physical	Hendrickx A (2009)	PUBMED:19389623	9986	9606	Low Throughput	-	-	-	-	BIOGRID	P62139	-	NP_001095176	P55199	-	NP_006523	-	-	-	-	-	-	Oryctolagus cuniculus	Homo sapiens
836777	100009298	81566	1172319	123528	-	-	PPP1CA	CSRNP2	PPP1A	C12orf2|C12orf22|FAM130A1|PPP1R72|TAIP-12	Affinity Capture-Western	physical	Hendrickx A (2009)	PUBMED:19389623	9986	9606	Low Throughput	-	-	-	-	BIOGRID	P62139	-	NP_001095176	Q9H175	-	NP_110436	-	-	-	-	-	-	Oryctolagus cuniculus	Homo sapiens
836778	100009298	80034	1172319	123083	-	-	PPP1CA	CSRNP3	PPP1A	FAM130A2|PPP1R73|TAIP-2|TAIP2	Affinity Capture-Western	physical	Hendrickx A (2009)	PUBMED:19389623	9986	9606	Low Throughput	-	-	-	-	BIOGRID	P62139	-	NP_001095176	Q8WYN3	J3KQ49	NP_079245|NP_001165644	-	-	-	-	-	-	Oryctolagus cuniculus	Homo sapiens
836779	100009298	10160	1172319	115462	-	RP11-111L24.1	PPP1CA	FARP1	PPP1A	CDEP|FARP1-IT1|PLEKHC2|PPP1R75	Affinity Capture-Western	physical	Hendrickx A (2009)	PUBMED:19389623	9986	9606	Low Throughput	-	-	-	-	BIOGRID	P62139	-	NP_001095176	Q9Y4F1	C9JME2	NP_005757|NP_001273768|NP_001001715	-	-	-	-	-	-	Oryctolagus cuniculus	Homo sapiens
836780	100009298	23307	1172319	116899	-	-	PPP1CA	FKBP15	PPP1A	FKBP133|KIAA0674|PPP1R76	Affinity Capture-Western	physical	Hendrickx A (2009)	PUBMED:19389623	9986	9606	Low Throughput	-	-	-	-	BIOGRID	P62139	-	NP_001095176	Q5T1M5	-	NP_056073	-	-	-	-	-	-	Oryctolagus cuniculus	Homo sapiens
836781	100009298	55105	1172319	120415	-	RP11-361K17.1	PPP1CA	GPATCH2	PPP1A	CT110|GPATC2|PPP1R30	Affinity Capture-Western	physical	Hendrickx A (2009)	PUBMED:19389623	9986	9606	Low Throughput	-	-	-	-	BIOGRID	P62139	-	NP_001095176	Q9NW75	-	NP_001284683|NP_060510	-	-	-	-	-	-	Oryctolagus cuniculus	Homo sapiens
